Measurement type,Year,Month,Day,Hour,Minute,Second,Zero A/D,Current A/D,CO2,IRGA temperature,Humidity,Humidity sensor temperature,Cell gas pressure,IRGA detector temperature,IRGA source temperature,Battery voltage,Date,Time
W M,2019,10,5,22,57,14,44355,40219,826.84,40.1,21.04,20.96,989,39.8,40.4,11.4,10/5/2019,10:57 PM
W M,2019,10,5,23,27,14,44355,40212,829.05,40.1,20.99,20.92,989,39.9,40.4,11.7,10/5/2019,11:27 PM
W M,2019,10,5,23,57,14,44355,40181,838.34,40.1,20.99,20.92,989,39.8,40.4,11.4,10/5/2019,11:57 PM
W M,2019,10,6,0,27,14,44355,40170,841.54,40.1,20.94,20.88,988,39.8,40.4,11.6,10/6/2019,12:27 AM
W M,2019,10,6,0,57,14,44355,40144,849.44,40.1,20.94,20.88,988,39.8,40.4,11.3,10/6/2019,12:57 AM
W M,2019,10,6,1,27,14,44355,40159,845.63,40.1,20.83,20.8,988,39.8,40.5,11.6,10/6/2019,1:27 AM
W M,2019,10,6,1,57,14,44355,40185,838.28,40.1,20.83,20.8,988,39.9,40.4,11.5,10/6/2019,1:57 AM
W M,2019,10,6,2,27,14,44355,40193,836.44,40.1,20.77,20.76,988,39.8,40.4,11,10/6/2019,2:27 AM
W M,2019,10,6,2,57,14,44355,40188,837.89,40.1,20.72,20.72,987,39.8,40.4,11.2,10/6/2019,2:57 AM
W M,2019,10,6,3,27,14,44355,40192,836.49,40.1,20.72,20.72,987,39.8,40.3,11.6,10/6/2019,3:27 AM
W M,2019,10,6,3,57,14,44355,40218,829.68,40.1,20.67,20.68,987,39.8,40.3,11,10/6/2019,3:57 AM
W M,2019,10,6,4,27,14,44355,40249,820.64,40.1,20.61,20.64,987,39.8,40.5,11.6,10/6/2019,4:27 AM
W M,2019,10,6,4,57,14,44355,40272,814.26,40.1,20.72,20.72,987,39.8,40.4,11.5,10/6/2019,4:57 AM
W M,2019,10,6,5,27,14,44355,40355,790.42,40.1,20.82,20.72,987,39.8,40.4,10.9,10/6/2019,5:27 AM
W M,2019,10,6,5,57,14,44355,40284,810.57,40.1,20.83,20.8,987,39.8,40.4,11.4,10/6/2019,5:57 AM
W M,2019,10,6,6,27,14,44355,40207,832.7,40.1,20.83,20.8,987,39.8,40.4,11,10/6/2019,6:27 AM
W M,2019,10,6,6,57,14,44355,40139,853.13,40.1,20.72,20.72,987,39.8,40.4,11.5,10/6/2019,6:57 AM
W M,2019,10,6,7,27,14,44355,40062,876.13,40.1,20.61,20.64,986,39.8,40.3,11.4,10/6/2019,7:27 AM
W M,2019,10,6,7,57,14,44355,40009,891.71,40.1,20.56,20.6,986,39.8,40.4,11.2,10/6/2019,7:57 AM
W M,2019,10,6,8,27,14,44355,39991,897.86,40.1,20.51,20.56,986,39.8,40.4,11.4,10/6/2019,8:27 AM
W M,2019,10,6,8,57,14,44355,39984,899.58,40.1,20.51,20.56,986,39.8,40.4,11.1,10/6/2019,8:57 AM
W M,2019,10,6,9,27,14,44355,39994,896.68,40.1,20.46,20.52,986,39.8,40.5,11.4,10/6/2019,9:27 AM
W M,2019,10,6,9,57,14,44355,40003,894.46,40.1,20.46,20.52,986,39.8,40.4,11.1,10/6/2019,9:57 AM
W M,2019,10,6,10,27,14,44355,39993,897.51,40.1,20.6,20.56,986,39.8,40.4,11,10/6/2019,10:27 AM
W M,2019,10,6,10,57,14,44355,39985,899.58,40.1,20.6,20.56,986,39.8,40.6,11.5,10/6/2019,10:57 AM
W M,2019,10,6,11,27,14,44355,40012,890.9,40.1,20.56,20.6,986,39.8,40.4,11.3,10/6/2019,11:27 AM
W M,2019,10,6,11,57,14,44355,40105,863.14,40.1,20.71,20.64,986,39.8,40.4,11,10/6/2019,11:57 AM
W M,2019,10,6,12,27,14,44355,40105,863.09,40.1,20.81,20.64,986,39.8,40.4,11.9,10/6/2019,12:27 PM
W M,2019,10,6,12,57,14,44355,40165,845.28,40.1,20.92,20.72,987,39.8,40.4,11.5,10/6/2019,12:57 PM
W M,2019,10,6,13,27,14,44355,40231,825.94,40.1,21.02,20.8,987,39.9,40.4,11.5,10/6/2019,1:27 PM
W M,2019,10,6,13,57,14,44355,40255,818.34,40.1,21.18,20.92,987,39.8,40.4,11.6,10/6/2019,1:57 PM
W M,2019,10,6,14,27,14,44355,40362,788.01,40.1,21.24,20.96,988,39.8,40.4,11.5,10/6/2019,2:27 PM
W M,2019,10,6,14,57,14,44355,40453,762.22,40.1,21.35,21.04,988,39.8,40.4,11.5,10/6/2019,2:57 PM
W M,2019,10,6,15,27,14,44355,40498,749.47,40.1,21.46,21.12,989,39.8,40.5,11.5,10/6/2019,3:27 PM
W M,2019,10,6,15,57,14,44355,40700,695.68,40.1,21.51,21.16,989,39.8,40.4,11.2,10/6/2019,3:57 PM
W M,2019,10,6,16,27,14,44355,40826,661.92,40.1,21.68,21.28,990,39.8,40.3,11.6,10/6/2019,4:27 PM
W M,2019,10,6,16,57,14,44355,40901,642.25,40.1,21.9,21.44,990,39.8,40.4,11.4,10/6/2019,4:57 PM
W M,2019,10,6,17,27,14,44355,40935,633.44,40.1,22.07,21.56,991,39.8,40.5,11,10/6/2019,5:27 PM
W M,2019,10,6,17,57,14,44355,40853,654.08,40.1,22.01,21.52,991,39.8,40.5,11.2,10/6/2019,5:57 PM
W M,2019,10,6,18,27,14,44355,40809,665.27,40.1,22.01,21.52,991,39.8,40.4,11.5,10/6/2019,6:27 PM
W M,2019,10,6,18,57,14,44355,40737,684.14,40.1,21.96,21.48,991,39.8,40.4,11.2,10/6/2019,6:57 PM
W M,2019,10,6,19,27,14,44355,40678,699.69,40.1,21.9,21.44,990,39.8,40.4,11.1,10/6/2019,7:27 PM
W M,2019,10,6,19,57,14,44355,40583,724.83,40.1,21.75,21.4,990,39.8,40.3,11.5,10/6/2019,7:57 PM
W M,2019,10,6,20,27,14,44355,40494,748.83,40.1,21.79,21.36,990,39.8,40.3,11.4,10/6/2019,8:27 PM
W M,2019,10,6,20,57,14,44355,40426,767.54,40.1,21.73,21.32,990,39.7,40.4,11.1,10/6/2019,8:57 PM
W M,2019,10,6,21,27,14,44355,40380,780.1,40.1,21.79,21.36,990,39.8,40.4,11.2,10/6/2019,9:27 PM
W M,2019,10,6,21,57,14,44355,40319,796.87,40.1,21.68,21.28,990,39.8,40.3,11.3,10/6/2019,9:57 PM
W M,2019,10,6,22,27,14,44355,40275,809.64,40.1,21.68,21.28,990,39.8,40.5,11.4,10/6/2019,10:27 PM
W M,2019,10,6,22,57,14,44355,40217,825.66,40.1,21.68,21.28,990,39.8,40.4,11.4,10/6/2019,10:57 PM
W M,2019,10,6,23,27,14,44355,40163,841.58,40.1,21.68,21.28,990,39.8,40.4,10.9,10/6/2019,11:27 PM
W M,2019,10,6,23,57,14,44355,40125,852.36,40.1,21.68,21.28,990,39.8,40.4,11.3,10/6/2019,11:57 PM
W M,2019,10,7,0,27,14,44355,40095,861.22,40.1,21.62,21.24,990,39.8,40.4,11,10/7/2019,12:27 AM
W M,2019,10,7,0,57,14,44355,40074,867.35,40.1,21.62,21.24,990,39.7,40.4,10.9,10/7/2019,12:57 AM
W M,2019,10,7,1,27,14,44355,40062,870.98,40.1,21.68,21.28,990,39.7,40.4,10.9,10/7/2019,1:27 AM
W M,2019,10,7,1,57,14,44355,40049,874.3,40.1,21.73,21.32,990,39.8,40.4,11,10/7/2019,1:57 AM
W M,2019,10,7,2,27,14,44355,40029,880.36,40.1,21.73,21.32,990,39.8,40.3,11,10/7/2019,2:27 AM
W M,2019,10,7,2,57,14,44355,40046,874.52,40.1,21.73,21.32,990,39.8,40.4,11.1,10/7/2019,2:57 AM
W M,2019,10,7,3,27,14,44355,40062,869.93,40.1,21.79,21.36,990,39.8,40.4,11.3,10/7/2019,3:27 AM
W M,2019,10,7,3,57,14,44355,40100,859.18,40.1,21.85,21.4,991,39.8,40.4,11.1,10/7/2019,3:57 AM
W M,2019,10,7,4,27,14,44355,40267,811.23,40.1,21.85,21.4,991,39.8,40.4,11.3,10/7/2019,4:27 AM
W M,2019,10,7,4,57,14,44355,40326,794.37,40.1,21.96,21.48,991,39.8,40.4,11.2,10/7/2019,4:57 AM
W M,2019,10,7,5,27,14,44355,40433,764.47,40.1,21.96,21.48,991,39.8,40.3,10.8,10/7/2019,5:27 AM
W M,2019,10,7,5,57,14,44355,40483,750.64,40.1,22.07,21.56,991,39.8,40.4,11.3,10/7/2019,5:57 AM
W M,2019,10,7,6,27,14,44355,40445,761.07,40.1,22.07,21.56,991,39.8,40.4,11.2,10/7/2019,6:27 AM
W M,2019,10,7,6,57,14,44355,40393,775.06,40.1,22.07,21.56,991,39.8,40.4,11,10/7/2019,6:57 AM
W M,2019,10,7,7,27,14,44355,40295,802.31,40.1,22.01,21.52,991,39.8,40.4,10.8,10/7/2019,7:27 AM
W M,2019,10,7,7,57,14,44355,40228,821.25,40.1,22.01,21.52,991,39.8,40.4,10.9,10/7/2019,7:57 AM
W M,2019,10,7,8,27,14,44355,40181,834.88,40.1,21.96,21.48,991,39.8,40.4,11.2,10/7/2019,8:27 AM
W M,2019,10,7,8,57,14,44355,40135,848.17,40.1,21.96,21.48,991,39.8,40.4,10.8,10/7/2019,8:57 AM
W M,2019,10,7,9,27,14,44355,40110,855.3,40.1,22.01,21.52,991,39.7,40.4,11.2,10/7/2019,9:27 AM
W M,2019,10,7,9,57,14,44355,40112,854.39,40.1,22.17,21.56,992,39.7,40.4,11.5,10/7/2019,9:57 AM
W M,2019,10,7,10,27,14,44355,40116,852.16,40.1,22.29,21.64,992,39.8,40.4,11.2,10/7/2019,10:27 AM
W M,2019,10,7,10,57,14,44355,40113,852.62,40.1,22.4,21.72,992,39.8,40.3,11.8,10/7/2019,10:57 AM
W M,2019,10,7,11,27,14,44355,40108,853.51,40.1,22.57,21.84,993,39.8,40.4,11.8,10/7/2019,11:27 AM
W M,2019,10,7,11,57,14,44355,40089,858.6,40.1,22.63,21.88,993,39.9,40.4,11.8,10/7/2019,11:57 AM
W M,2019,10,7,12,27,14,44355,40248,812.25,40.1,22.79,21.92,994,39.8,40.3,11.8,10/7/2019,12:27 PM
W M,2019,10,7,12,57,14,44355,40309,794.72,40.1,23.02,22.08,995,39.8,40.4,11.6,10/7/2019,12:57 PM
W M,2019,10,7,13,27,14,44355,40382,773.29,40.1,23.26,22.24,995,39.8,40.4,11.4,10/7/2019,1:27 PM
W M,2019,10,7,13,57,14,44355,40405,766.3,40.1,23.44,22.36,996,40,40.4,12,10/7/2019,1:57 PM
W M,2019,10,7,14,27,14,44355,40540,728.77,40.1,23.62,22.48,997,39.8,40.4,12.1,10/7/2019,2:27 PM
W M,2019,10,7,14,57,14,44355,40604,711.25,40.1,23.8,22.6,997,39.8,40.4,12,10/7/2019,2:57 PM
W M,2019,10,7,15,27,14,44355,40647,700.12,40.1,23.81,22.68,998,39.8,40.4,12.3,10/7/2019,3:27 PM
W M,2019,10,7,15,57,14,44355,40822,654.36,40.1,24.1,22.8,999,39.8,40.4,11.5,10/7/2019,3:57 PM
W M,2019,10,7,16,27,14,44355,40881,638.98,40.1,24.11,22.88,999,39.8,40.4,11.8,10/7/2019,4:27 PM
W M,2019,10,7,16,57,14,44355,40911,631.68,40.1,23.94,22.84,999,39.8,40.4,11.4,10/7/2019,4:57 PM
W M,2019,10,7,17,27,14,44355,40911,631.86,40.1,23.88,22.8,999,39.8,40.3,11.7,10/7/2019,5:27 PM
W M,2019,10,7,17,57,14,44355,40932,626.77,40.1,23.76,22.72,999,39.8,40.3,11.6,10/7/2019,5:57 PM
W M,2019,10,7,18,27,14,44355,40921,629.6,40.1,23.7,22.68,998,39.7,40.4,11.4,10/7/2019,6:27 PM
W M,2019,10,7,18,57,14,44355,40932,627.11,40.1,23.58,22.6,998,39.8,40.4,11.4,10/7/2019,6:57 PM
W M,2019,10,7,19,27,14,44355,40900,635.01,40.1,23.52,22.56,998,39.8,40.4,11.6,10/7/2019,7:27 PM
W M,2019,10,7,19,57,14,44355,40842,649.52,40.1,23.58,22.6,998,39.8,40.4,11.2,10/7/2019,7:57 PM
W M,2019,10,7,20,27,14,44355,40783,664.51,40.1,23.63,22.56,998,39.8,40.4,11.2,10/7/2019,8:27 PM
W M,2019,10,7,20,57,14,44355,40739,675.73,40.1,23.63,22.56,998,39.8,40.4,11.5,10/7/2019,8:57 PM
W M,2019,10,7,21,27,14,44355,40682,689.75,40.1,23.63,22.56,998,39.8,40.4,11.6,10/7/2019,9:27 PM
W M,2019,10,7,21,57,14,44355,40647,698.93,40.1,23.69,22.6,999,39.8,40.4,11.6,10/7/2019,9:57 PM
W M,2019,10,7,22,27,14,44355,40644,699.41,40.1,23.75,22.64,999,39.9,40.4,11.5,10/7/2019,10:27 PM
W M,2019,10,7,22,57,14,44355,40622,705.38,40.1,23.81,22.68,999,39.8,40.3,11.4,10/7/2019,10:57 PM
W M,2019,10,7,23,27,15,44355,40621,705.41,40.1,23.81,22.68,999,39.8,40.3,11.1,10/7/2019,11:27 PM
W M,2019,10,7,23,57,14,44355,40547,724.77,40.1,23.76,22.72,999,39.8,40.4,11.4,10/7/2019,11:57 PM
W M,2019,10,8,0,27,14,44355,40460,747.97,40.1,23.76,22.72,999,39.8,40.4,11.5,10/8/2019,12:27 AM
W M,2019,10,8,0,57,14,44355,40431,756.04,40.1,23.76,22.72,999,39.8,40.4,11.5,10/8/2019,12:57 AM
W M,2019,10,8,1,27,14,44355,40441,753.13,40.1,23.7,22.68,999,39.8,40.3,10.9,10/8/2019,1:27 AM
W M,2019,10,8,1,57,14,44355,40430,755.49,40.1,23.64,22.64,999,39.8,40.4,11.1,10/8/2019,1:57 AM
W M,2019,10,8,2,27,15,44355,40395,766.2,40.1,23.58,22.6,999,39.8,40.3,11.4,10/8/2019,2:27 AM
W M,2019,10,8,2,57,15,44355,40416,760.72,40.1,23.46,22.52,998,39.8,40.4,11.3,10/8/2019,2:57 AM
W M,2019,10,8,3,27,15,44355,40402,764.46,40.1,23.4,22.48,998,39.8,40.4,11.4,10/8/2019,3:27 AM
W M,2019,10,8,3,57,15,44355,40385,769.68,40.1,23.28,22.4,998,39.8,40.4,10.9,10/8/2019,3:57 AM
W M,2019,10,8,4,27,15,44355,40357,777.51,40.1,23.28,22.4,998,39.8,40.4,11,10/8/2019,4:27 AM
W M,2019,10,8,4,57,15,44355,40379,771.25,40.1,23.22,22.36,998,39.9,40.4,11.3,10/8/2019,4:57 AM
W M,2019,10,8,5,27,15,44355,40366,775.22,40.1,23.22,22.36,998,39.8,40.4,11.2,10/8/2019,5:27 AM
W M,2019,10,8,5,57,15,44355,40369,774.75,40.1,23.11,22.28,998,39.8,40.3,10.9,10/8/2019,5:57 AM
W M,2019,10,8,6,27,15,44355,40368,774.53,40.1,23.05,22.24,997,39.8,40.4,10.9,10/8/2019,6:27 AM
W M,2019,10,8,6,57,15,44355,40396,767.39,40.1,22.99,22.2,997,39.8,40.4,11.3,10/8/2019,6:57 AM
W M,2019,10,8,7,27,15,44355,40348,780.85,40.1,22.87,22.12,997,39.8,40.4,11.2,10/8/2019,7:27 AM
W M,2019,10,8,7,57,15,44355,40325,788.05,40.1,22.76,22.04,996,39.8,40.4,11.2,10/8/2019,7:57 AM
W M,2019,10,8,8,27,15,44355,40308,792.74,40.1,22.64,21.96,996,39.8,40.4,10.8,10/8/2019,8:27 AM
W M,2019,10,8,8,57,15,44355,40351,781.02,40.1,22.53,21.88,996,39.8,40.4,11.2,10/8/2019,8:57 AM
W M,2019,10,8,9,27,15,44355,40287,799.07,40.1,22.47,21.84,996,39.8,40.4,11.2,10/8/2019,9:27 AM
W M,2019,10,8,9,57,15,44355,40241,812.21,40.1,22.47,21.84,996,39.8,40.4,11.1,10/8/2019,9:57 AM
W M,2019,10,8,10,27,15,44355,40248,810.24,40.1,22.47,21.84,996,39.8,40.4,11.3,10/8/2019,10:27 AM
W M,2019,10,8,10,57,15,44355,40268,804.58,40.1,22.47,21.84,996,39.8,40.4,11.2,10/8/2019,10:57 AM
W M,2019,10,8,11,27,15,44355,40250,809.66,40.1,22.47,21.84,996,39.8,40.4,11.2,10/8/2019,11:27 AM
W M,2019,10,8,11,57,15,44355,40247,810.85,40.1,22.41,21.8,996,39.8,40.4,10.8,10/8/2019,11:57 AM
W M,2019,10,8,12,27,15,44355,40228,816.37,40.1,22.35,21.76,996,39.9,40.4,10.8,10/8/2019,12:27 PM
W M,2019,10,8,12,57,15,44355,40244,811.96,40.1,22.3,21.72,995,39.8,40.4,11.2,10/8/2019,12:57 PM
W M,2019,10,8,13,27,15,44355,40336,786.48,40.1,22.3,21.72,995,39.8,40.4,11.2,10/8/2019,1:27 PM
W M,2019,10,8,13,57,15,44355,40358,780.5,40.1,22.3,21.72,995,39.8,40.4,10.8,10/8/2019,1:57 PM
W M,2019,10,8,14,27,15,44355,40398,769.81,40.1,22.24,21.68,995,39.8,40.4,11,10/8/2019,2:27 PM
W M,2019,10,8,14,57,15,44355,40474,748.88,40.1,22.24,21.68,995,39.8,40.4,10.9,10/8/2019,2:57 PM
W M,2019,10,8,15,27,15,44355,40466,751.54,40,22.13,21.6,995,39.7,40.3,11.1,10/8/2019,3:27 PM
W M,2019,10,8,15,57,15,44355,40472,750.31,40.1,22.13,21.6,995,39.8,40.5,11,10/8/2019,3:57 PM
W M,2019,10,8,16,27,15,44355,40446,757.21,40.1,22.07,21.56,995,39.8,40.4,11,10/8/2019,4:27 PM
W M,2019,10,8,16,57,15,44355,40415,765.81,40.1,22.01,21.52,994,39.8,40.3,10.9,10/8/2019,4:57 PM
W M,2019,10,8,17,27,15,44355,40430,761.33,40.1,21.96,21.48,994,39.8,40.4,10.9,10/8/2019,5:27 PM
W M,2019,10,8,17,57,15,44355,40455,755.03,40.1,21.9,21.44,994,39.8,40.3,10.9,10/8/2019,5:57 PM
W M,2019,10,8,18,27,15,44355,40449,757.08,40.1,21.9,21.44,994,39.8,40.5,11.1,10/8/2019,6:27 PM
W M,2019,10,8,18,57,15,44355,40443,758.57,40.1,21.79,21.36,994,39.8,40.4,10.9,10/8/2019,6:57 PM
W M,2019,10,8,19,27,15,44355,40420,765.17,40.1,21.73,21.32,994,39.8,40.4,11.1,10/8/2019,7:27 PM
W M,2019,10,8,19,57,15,44355,40803,664,40.1,21.89,21.36,994,39.8,40.4,10.6,10/8/2019,7:57 PM
W M,2019,10,8,20,27,15,44355,40823,658.18,40.1,21.79,21.36,994,39.9,40.4,11.1,10/8/2019,8:27 PM
W M,2019,10,8,20,57,15,44355,40795,665.5,40.1,21.79,21.36,994,39.8,40.4,10.9,10/8/2019,8:57 PM
W M,2019,10,8,21,27,15,44355,40667,699.02,40.1,21.79,21.36,994,39.8,40.4,10.9,10/8/2019,9:27 PM
W M,2019,10,8,21,57,15,44355,40688,693.89,40.1,21.62,21.24,994,39.8,40.4,11,10/8/2019,9:57 PM
W M,2019,10,8,22,27,15,44355,40560,727.48,40.1,21.57,21.2,993,39.8,40.3,11,10/8/2019,10:27 PM
W M,2019,10,8,22,57,15,44355,40475,750.91,40.1,21.57,21.2,993,39.8,40.4,11,10/8/2019,10:57 PM
W M,2019,10,8,23,27,15,44355,40401,771.35,40.1,21.4,21.08,993,39.8,40.4,10.6,10/8/2019,11:27 PM
W M,2019,10,8,23,57,15,44355,40380,777.52,40.1,21.29,21,993,39.8,40.4,10.7,10/8/2019,11:57 PM
W M,2019,10,9,0,27,15,44355,40361,782.83,40.1,21.24,20.96,992,39.8,40.4,10.5,10/9/2019,12:27 AM
W M,2019,10,9,0,57,15,44355,40345,787.79,40.1,21.18,20.92,992,39.8,40.4,10.6,10/9/2019,12:57 AM
W M,2019,10,9,1,27,15,44355,40332,791.71,40.1,21.13,20.88,992,39.9,40.4,10.7,10/9/2019,1:27 AM
W M,2019,10,9,1,57,15,44355,40324,793.78,40.1,20.98,20.84,992,39.8,40.4,10.9,10/9/2019,1:57 AM
W M,2019,10,9,2,27,15,44355,40361,784.11,40.1,20.97,20.76,992,39.9,40.3,10.9,10/9/2019,2:27 AM
W M,2019,10,9,2,57,15,44355,40419,768.16,40.1,21.06,20.76,991,39.8,40.3,10.4,10/9/2019,2:57 AM
W M,2019,10,9,3,27,15,44355,40418,768.38,40.1,20.97,20.76,991,39.8,40.4,10.6,10/9/2019,3:27 AM
W M,2019,10,9,3,57,15,44355,40405,772.29,40.1,20.92,20.72,991,39.8,40.3,10.8,10/9/2019,3:57 AM
W M,2019,10,9,4,27,15,44355,40413,770.35,40.1,20.81,20.64,991,39.9,40.4,10.5,10/9/2019,4:27 AM
W M,2019,10,9,4,57,15,44355,40424,767.47,40.1,20.7,20.56,991,39.8,40.4,10.8,10/9/2019,4:57 AM
W M,2019,10,9,5,27,15,44355,40418,769.61,40.1,20.65,20.52,991,39.8,40.4,10.4,10/9/2019,5:27 AM
W M,2019,10,9,5,57,15,44355,40381,779.8,40.1,20.59,20.48,991,39.8,40.4,10.7,10/9/2019,5:57 AM
W M,2019,10,9,6,27,15,44355,40362,784.97,40.1,20.59,20.48,990,39.8,40.4,10.3,10/9/2019,6:27 AM
W M,2019,10,9,6,57,15,44355,40368,783.58,40.1,20.54,20.44,990,39.8,40.4,10.8,10/9/2019,6:57 AM
W M,2019,10,9,7,27,15,44355,40367,783.97,40.1,20.54,20.44,990,39.8,40.4,10.8,10/9/2019,7:27 AM
W M,2019,10,9,7,57,15,44355,40396,776.64,40.1,20.49,20.4,990,39.8,40.4,10.7,10/9/2019,7:57 AM
W M,2019,10,9,8,27,15,44355,40642,709.32,40.1,20.78,20.48,990,39.8,40.4,10.5,10/9/2019,8:27 AM
W M,2019,10,9,8,57,15,44355,40546,734.77,40.1,20.7,20.56,991,39.8,40.4,10.8,10/9/2019,8:57 AM
W M,2019,10,9,9,27,15,44355,40562,730.86,40.1,20.54,20.44,990,39.8,40.4,10.7,10/9/2019,9:27 AM
W M,2019,10,9,9,57,15,44355,40561,730.99,40.1,20.49,20.4,990,39.8,40.4,10.6,10/9/2019,9:57 AM
W M,2019,10,9,10,27,15,44355,40607,718.98,40.1,20.49,20.4,990,39.8,40.4,10.8,10/9/2019,10:27 AM
W M,2019,10,9,10,57,15,44355,40440,764.03,40.1,20.43,20.36,990,39.8,40.3,10.8,10/9/2019,10:57 AM
W M,2019,10,9,11,27,15,44355,40381,781.44,40.1,20.17,20.16,989,39.8,40.4,10.6,10/9/2019,11:27 AM
W M,2019,10,9,11,57,15,44355,40373,783.4,40.1,20.17,20.16,989,39.9,40.4,10.6,10/9/2019,11:57 AM
W M,2019,10,9,12,27,15,44355,40381,781.42,40.1,20.17,20.16,989,39.8,40.3,10.7,10/9/2019,12:27 PM
W M,2019,10,9,12,57,15,44355,40407,773.97,40.1,20.17,20.16,989,39.8,40.4,10.6,10/9/2019,12:57 PM
W M,2019,10,9,13,27,15,44355,40424,769.74,40.1,20.07,20.08,989,39.8,40.4,10.4,10/9/2019,1:27 PM
W M,2019,10,9,13,57,15,44355,40433,767.93,40.1,19.97,20,989,39.8,40.4,10.5,10/9/2019,1:57 PM
W M,2019,10,9,14,27,15,44355,40434,767.5,40.1,19.97,20,989,39.8,40.3,10.5,10/9/2019,2:27 PM
W M,2019,10,9,14,57,15,44355,40455,761.75,40.1,19.86,19.92,989,39.8,40.4,10.7,10/9/2019,2:57 PM
W M,2019,10,9,15,27,15,44355,40488,753.26,40.1,19.81,19.88,988,39.8,40.4,10.5,10/9/2019,3:27 PM
W M,2019,10,9,15,57,15,44355,40562,733.24,40.1,19.66,19.76,988,39.8,40.4,10.6,10/9/2019,3:57 PM
W M,2019,10,9,16,27,15,44355,40583,727.66,40.1,19.66,19.76,988,39.8,40.4,10.6,10/9/2019,4:27 PM
W M,2019,10,9,16,57,15,44355,40544,738.16,40.1,19.71,19.8,988,39.7,40.4,10.3,10/9/2019,4:57 PM
W M,2019,10,9,17,27,15,44355,40521,744.14,40.1,19.71,19.8,988,39.8,40.4,10.1,10/9/2019,5:27 PM
W M,2019,10,9,17,57,15,44355,40506,748.59,40.1,19.66,19.76,988,39.7,40.4,10.4,10/9/2019,5:57 PM
W M,2019,10,9,18,27,15,44355,40543,737.85,40.1,19.8,19.8,988,39.8,40.4,10.2,10/9/2019,6:27 PM
W M,2019,10,9,18,57,15,44355,40706,694.13,40.1,20.04,19.92,989,39.8,40.4,10.4,10/9/2019,6:57 PM
W M,2019,10,9,19,27,15,44355,40834,661.01,40.1,20.2,20.04,989,39.8,40.4,10,10/9/2019,7:27 PM
W M,2019,10,9,19,57,15,44355,40926,637.14,40.1,20.32,20.2,990,39.8,40.5,10.3,10/9/2019,7:57 PM
W M,2019,10,9,20,27,15,44355,40971,625.28,40.1,20.28,20.24,990,39.8,40.4,10.1,10/9/2019,8:27 PM
W M,2019,10,9,20,57,15,44355,40875,650.09,40.1,20.23,20.2,990,39.8,40.4,9.8,10/9/2019,8:57 PM
W M,2019,10,9,21,27,15,44355,40890,646.47,40.1,20.12,20.12,989,39.9,40.4,9.7,10/9/2019,9:27 PM
W M,2019,10,9,21,57,15,44355,40739,686.04,40.1,19.91,19.96,988,39.8,40.4,9.6,10/9/2019,9:57 PM
W M,2019,10,9,22,27,15,44355,40331,797.12,40.1,19.84,19.76,988,39.8,40.4,9.5,10/9/2019,10:27 PM
W M,2019,10,9,22,57,15,44355,40018,888.11,40.1,19.63,19.6,987,39.8,40.4,9.4,10/9/2019,10:57 PM
W M,2019,10,9,23,27,15,44355,39820,948.89,40.1,19.52,19.44,986,39.8,40.4,9.3,10/9/2019,11:27 PM
W M,2019,10,9,23,57,15,44355,39671,995.4,40.1,19.32,19.28,986,39.8,40.4,9.4,10/9/2019,11:57 PM
W M,2019,10,10,0,27,15,44355,39590,1021.72,40.1,19.27,19.24,986,39.8,40.4,9.3,10/10/2019,12:27 AM
W M,2019,10,10,0,57,15,44355,39512,1047.01,40.1,19.22,19.2,986,39.8,40.4,9.4,10/10/2019,12:57 AM
W M,2019,10,10,1,27,15,44355,39437,1072.12,40.1,19.2,19.12,986,39.9,40.4,9.3,10/10/2019,1:27 AM
W M,2019,10,10,1,57,15,44355,39337,1104.72,40.1,19.15,19.08,985,39.8,40.4,9.3,10/10/2019,1:57 AM
W M,2019,10,10,2,27,15,44355,39236,1139.4,40.1,19.1,19.04,985,39.8,40.4,9.2,10/10/2019,2:27 AM
W M,2019,10,10,2,57,15,44355,39035,1208.62,40.1,19.15,19.08,985,39.8,40.4,9.2,10/10/2019,2:57 AM
W M,2019,10,10,3,27,15,44355,38877,1264.92,40.1,19.15,19.08,985,39.8,40.4,9,10/10/2019,3:27 AM
W M,2019,10,10,3,57,15,44355,38735,1317.54,40.1,19.02,19.04,985,39.8,40.4,9.1,10/10/2019,3:57 AM
W M,2019,10,10,4,27,15,44355,38559,1383.65,40.1,18.92,18.96,985,39.8,40.4,8.9,10/10/2019,4:27 AM
W M,2019,10,10,5,27,15,44355,38455,1429.5,40.1,18.48,18.4,982,39.8,40.4,8.7,10/10/2019,5:27 AM
W M,2019,10,10,7,27,15,44355,38005,1619.71,40.1,18.22,17.92,979,39.8,40.4,8.7,10/10/2019,7:27 AM
W M,2019,10,10,7,57,15,44355,37734,1724.96,40.1,18.63,18.52,983,39.8,40.4,8.8,10/10/2019,7:57 AM
W M,2019,10,10,8,27,15,44355,37512,1820.85,40.1,18.89,18.8,984,39.8,40.4,8.8,10/10/2019,8:27 AM
W M,2019,10,10,8,57,15,44355,37498,1826.21,40.1,19,18.96,985,39.8,40.4,8.9,10/10/2019,8:57 AM
W M,2019,10,10,9,27,15,44355,37501,1826.02,40.1,18.82,18.88,984,39.8,40.4,9.4,10/10/2019,9:27 AM
W M,2019,10,10,9,57,15,44355,40408,779.85,40.1,18.9,18.88,985,39.8,40.4,9.6,10/10/2019,9:57 AM
